department,evaluate_time,introduce,link,name
机械与运载工程学部,2009,    刘永才（1942.12.21- ）。飞航技术专家。吉林省长春市人。籍贯河北省肃宁，飞航技术专家，中共党员，1966年1月毕业于中国人民解放军军事工程学院。现任中国航天科工集团公司科技委、中国航天科工飞航技术研究院科技委顾问，国家某重点型号系列技术顾问、院信息化顾问、国家重大科技工程专家组总体组组长。原总装科技委兼职委员，中国宇航学会无人飞行器分会高级顾问，中国数学会均匀设计分会名誉理事长、国内多所大学兼职教授、博士生导师。历任多个型号的副总设计师、总设计师、型号总指挥，院科技委副主任、集团公司科技委常委。     长期在科研第一线从事飞航装备的设计、试验和制造的研究工作，在系统工程、总体设计、可靠性、信息化等方面有重大成就，为我国飞航事业及航天事业的发展、为我国国防事业作出了突出的贡献。1987年获国家科技进步一等奖（排名第八），1991年获政府特殊津贴，1997年被评为国家级有突出贡献中青年专家，2000年被评为全国劳动模范，2003年荣获国防科工委武器装备型号研制个人一等功和中国航天基金奖，2004年荣获国防科技工业质量先进个人荣誉称号，2006年获中国航天事业50年杰出贡献奖和中国航天基金奖特别贡献奖，评为国务院国资委党委“中央企业优秀共产党员”，2007年获党中央、国务院和中央军委颁发的“高技术武器装备发展建设工程重大贡献奖”和金质奖章，同年获国防科技进步特等奖（排名第一），2008年获国家科技进步特等奖（排名第一），2009年被评为全国杰出专业技术人才，2012年获国家科技进步一等奖（国务院颁发的首批国家级技术创新团队奖，排名第一），2016年获何梁何利基金科学与技术进步奖。     2009年当选为中国工程院院士。,http://www.cae.cn/cae/html/main/colys/62378997.html,刘永才
信息与电子工程学部,2001,    方家熊（1939.10.22- ）光传感技术专家。安徽黄山市人。1962年毕业于南京大学物理系，1966年中国科学院研究生毕业。中国科学院上海技术物理研究所研究员。从事光传感器研究，为我国空间遥感系统提供了多种红外传感器。他提出了变能隙半导体红外传感器的工程优值参数概念和测试方法；解决了空间用红外传感器的技术基础及工程问题，满足了我国首次从卫星对地球的长波红外遥感的要求；为新型空间遥感系统的需要实现了碲镉汞红外器件对1～15微米探测的全波段覆盖；提出了我国第一个多光谱红外焦平面组件方案并研制成功；为风云一号卫星、风云二号卫星以及神舟3号飞船提供了各种多波段红外传感器组件，并推广应用于航空遥感系统和工业、交通、环境和医学等领域。著有卫星用长波HgCdTe探测器的研究等论文报告100多篇，参加撰写专著2部，获得六个国家科技奖。     2001年当选为中国工程院院士。,http://www.cae.cn/cae/html/main/colys/59547288.html,方家熊
信息与电子工程学部,1995,    张钟华（1940.7.2- ）计量专家。江苏省苏州市人。1962年毕业于清华大学，1965年清华大学研究生毕业。70年代担任“国家电容基准”研制工作。该基准运行20多年情况良好，居国际先进水平，获国家科技进步三等奖。80年代负责“建立超导强磁场标准”，6项主要技术居世界领先地位，经济效益明显，获1992年国家科技进步奖二等奖。1987年到2004年负责建立“量子化霍尔电阻基准”，解决了一系列国外尚未提出过的技术难题，使该基准的准确度比国外最好水平高十多倍，并在2004年由国际计量委员会组织的关键比对钟得到证实，水平为世界第一。2003年获何梁何利科学与技术奖。     1995年当选为中国工程院院士。,http://www.cae.cn/cae/html/main/colys/15625575.html,张钟华
能源与矿业工程学部,1999,"    蒋洪德（1942.7.4- ）叶轮机械与动力工程专家。出生于湖南省衡阳市，湖南省长沙市人。1965年毕业于清华大学燃气轮机专业，1981年毕业于中国科学院研究生院，获硕士学位。现任清华大学教授、博士生导师。长期从事叶轮机械内部流动的理论与实验研究、技术开发和工程应用。主持研究开发的汽轮机全三维设计体系综合了当代叶轮机械气动热力学和计算流体力学的最新成就，使这一设计体系成为理论先进、系统配套、具有我国自主知识产权和重大工程应用价值的科研成果和设计工具，带动了我国汽轮机制造行业设计理念与方法以及制造工艺的进步。主持研究开发了汽轮机新一代叶片与非叶片部件，包括静动叶型、各种复杂三维造型叶栅、主蒸汽阀门、排汽缸等，加速了我国汽轮机产品的更新换代。在我国火电站老汽轮机现代化改造工程中，主持完成了200MW等十几种机组的设计，已成功改造了120多台共约1500万千瓦汽轮机，机组热效率提高5-7%、出力增加10%,机组热力性能达到当代国际先进水平，创造了重大的社会与经济效益，对我国发电设备制造业和电力工业技术进步作出了重大贡献。获国家科技进步二等奖一次，省部级科技进步奖四次。     1999年当选为中国工程院院士。",http://www.cae.cn/cae/html/main/colys/90218966.html,蒋洪德
信息与电子工程学部,1999,    刘尚合（1937.4.11- ）静电与电磁防护工程专家。1937年4月11日出生于山西省闻喜县。1964年毕业于北京师范大学。现任军械工程学院静电与电磁防护研究所教授、所长。他领导项目组在静电安全工程方面，建立了电火工品静电发火数理模型，说明了高压静电场中物质导电的机理；提出了真实静电感度测试方法，测定了火箭弹、导弹电火工品的真实静电感度，解决了弹药“反常发火”的难题；提出了“信号自屏蔽电荷耦合”静电测试原理、织物摩擦电位衰减测试方法和人体静电高压动态实验方法；利用射束技术开展了聚合物抗静电改性研究，研制成“分段衰耗式”电子束抗静电改性工艺和抗静电改性剂；主持制定了三项武器装备防静电的军用标准并已实施。研制了4种静电测试仪器，建立了国内第一个静电计量测量站和防电磁危害国防科技重点实验室。对有关领域静电防护技术工程进行了现场测试和质量监督。进行了静电、雷电和超宽带强电磁脉冲干扰对单片机、电引信等辐照效应实验研究。获全国科技大会奖，军队专业技术重大贡献奖，国家科技进步一等奖，省部级科技进步一、二等奖项。获国家发明专利4项，另受理2项。发表学术论文160篇，出版专著3本。     1999年当选为中国工程院院士。,http://www.cae.cn/cae/html/main/colys/34208705.html,刘尚合
能源与矿业工程学部,2017,    邓建军（1964.04.08-），强流脉冲加速器专家。江西吉安市人。1985年毕业于北京工业学院，2003年获清华大学博士学位。现任中国工程物理研究院流体物理研究所总工程师，曾任该所所长。     我国强流脉冲加速器主要技术带头人之一，主持研制成功世界第一台兆赫兹多脉冲高功率加速器、国内首台超高功率脉冲加速器，为我国强流脉冲加速器技术走进世界前列及核武器研制做出了突出贡献。获国家科技进步一等奖3项、省部级一等奖4项及“求是杰出青年科技奖”等，首批入选“国家百千万人才工程”，被评为国防科技工业有突出贡献的中青年专家、首届国防科技工业十大创新人物、四川十大杰出青年。主编专著一部，发表论文200余篇。     2017年当选为中国工程院院士。,http://www.cae.cn/cae/html/main/colys/51426833.html,邓建军
机械与运载工程学部,2007,    张金麟（1936.10.16- ）。船舶总体和动力专家。生于河北省滦南县。1960年8月毕业于哈尔滨工业大学涡轮机专业。现任中船重工集团第七一九研究所工程总设计师、研究员。曾任中船重工集团第七一九研究所所长。     长期从事特种船舶总体和动力研究设计工作。1978年获全国科学大会奖；1989年获国家科技进步二等奖； 1993年获中国船舶工业总公司科技进步特等奖。1996年获国家科技进步特等奖，2007年获国家高技术发展建设重大贡献奖和金质奖章。1991年获湖北省有突出贡献中青年专家；1992年获国务院政府特殊津贴；2005年成为中央直接掌握联系的高级专家；2007年获湖北省“五一”劳动奖章；2008年授予“船舶设计大师”称号；     2007年当选为中国工程院院士。,http://www.cae.cn/cae/html/main/colys/37816402.html,张金麟
能源与矿业工程学部,2003,    李焯芬，1945年5月4日出生于广东省中山市小杬镇，男，汉族，广东省中山市人，专业为岩土工程及工程地质。先后毕业于香港大学（学士、硕士）及加拿大西安大略大学（博士）。曾任加拿大安大略电力局总工程师兼工程部门主管、香港大学岩土工程讲座教授、副校长、香港工程科学院院长。现任清华大学水利系教授。     长期从事水电、核电建设技术工作，包括前期勘探、可行性研究、设计论证及专题研究（例如大坝安全评估、核电站抗震设计、核废料处理等）。研究领域亦包括滑坡泥石流防治及地质灾害防治。曾发表国际学报论文约三百余篇。2001年当选为加拿大工程院院士、香港工程科学院院士。     2003年当选为中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/93671693.html,李焯芬
能源与矿业工程学部,2013,    李阳，1958年10月26日生，男，汉族，山东东平县人，油气田开发地质、开发工程专家。中共党员。1982年毕业于华东石油学院石油地质专业，后获得青岛海洋大学海洋地质专业硕士学位和中科院地质地球物理研究所地质学博士学位，长期从事油气藏开发基础理论和关键技术研究工作。曾任胜利油田总地质师、总经理、中国石化油田事业部主任等职。现任中国石化股份公司副总工程师、国家重大专项“大型油气田及煤层气开发”技术副总师、石油工业标准化技术委员会副主任委员、SPE中国南方分部主席。     在20世纪九十年代中后期，李阳主要致力于高含水老油田提高采收率技术研究工作，提出了“分隔控油”剩余油富集规律认识，创建了以油藏地球物理及大幅度提高采收率为核心的高含水油田稳产技术，为我国东部原油持续稳产做出了突出贡献。进入21世纪后，作为两期国家“973”项目首席科学家，开展了超深层碳酸盐岩缝洞型油藏开采及提高采收率研究工作，揭示了自由流-渗流耦合的流体流动规律，建立了超深层缝洞储集体识别与建模、数模方法，研究注水开发关键技术，为此类油气藏高效开发提供了理论和技术支撑。曾获“李四光地质科学奖”、“孙越崎能源大奖”、“何梁何利产业创新奖”，获国家科技进步二等奖6项，国家发明二等奖1项，出版专著5部，发表论文56篇，获授权国家发明专利11件。     2013年当选为中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/42329107.html,李阳
能源与矿业工程学部,2003,    苏义脑（1949.7.9- ）油气钻井工程专家。河南省偃师县人，1976年毕业于武汉钢铁学院，1982、1988年分别获硕士、博士学位，1990年由北京航空航天大学博士后流动站（力学）出站。中国石油集团钻井工程技术研究院原副院长，教授级高工，博士生导师；油气钻井技术国家工程实验室主任，中国振动工程学会副理事长，北京振动工程学会理事长，《石油学报》等多刊物编委。     长期从事油气钻井工程技术研究与应用，在定向井、丛式井、水平井等方面有较深造诣。在钻井力学、轨道控制、井下工具和井下控制工程研究中多项创新成果居国际先进水平，形成体系用于生产效益显著。创造性地把工程控制论和航天制导技术引入钻井工程，开拓新领域，提出井下控制工程这一新概念并做开拓性基础研究；主持研制P5LZ四大系列导向钻具和空气螺杆钻具，主持导向钻井工艺技术、高陡构造防斜打快技术研究，均取得显著经济效益；主持设计全国第一口薄油层中曲率水平井轨道控制方案并负责实施成功，首创钻深2080m处水平击中6m靶窗中线仅偏0.14m。主持研发成功具有独立知识产权的CGDS地质导向钻井系统，为推动我国钻井技术进步和提升国际竞争力做出了重要贡献。作为主研人员连续参加国家七五——十一五重点科技攻关，项目成果获国家科技进步一等奖2项、二等奖1项，国家技术发明二等奖1项，省部级奖励多项和何梁何利科学技术奖、光华工程科技奖等奖项。获国家专利29件(其中发明11件)；出版学术著作20部(其中专著8部)；发表学术论文200余篇；指导博士硕士博士后90余名。被国家授予“做出突出贡献的中国博士学位获得者”、 “全国优秀博士后”、“中央企业劳动模范”等称号。     2003年当选为中国工程院院士。,http://www.cae.cn/cae/html/main/colys/18965175.html,苏义脑
能源与矿业工程学部,1997,    黄其励，1941年1月15日生于营口，男，汉族，辽宁营口人，蒸汽工程领域著名专家，教授级高级工程师，博士生导师，现任国家电网公司顾问和国家能源集团电力领域首席科学家，中共党员。1964年本科毕业于清华大学热能动力系，1968年硕士毕业于东南大学（原南京工学院）三系，被分配到辽宁发电厂，以后在东北电管局科技处、东北电力技术改进局、锦州发电厂、辽宁省电力工业局、东北电管局、东北公司和东北分部等单位工作，分别任厂长和总工程师。1981年公派赴日本进修，1987年获日本北海道大学工学博士。曾兼任中国电机工程学会、中国动力工程学会、中国工程热物理学会和中国电工学会的常务理事。现任中国工程院主席团成员，新能源电力系统国家重点实验室、电网安全和节能国家重点实验室以及煤基清洁能源国家重点实验室学术委员会主任委员。获国家科技进步三等奖1项，省部级科技进步奖二十余项，主编或参编专著5本、科普读物若干，发表技术论文70余篇。     长期从事能源和电力领域科学研究、工程应用和技术管理等工作。在燃煤清洁高效发电、可再生能源发电、节能环保和能源发展战略等领域做出贡献。主持负责并实施节能降耗、节油、降NOx排放等重大技术改造工程70余项；主持实施煤粉均匀分配、烟风系统优化及大流量测量等领域20余项工程。主持或参加40余项有关国家能源发展战略的咨询研究，在能源领域可再生能源发展、煤炭清洁利用、多种能源综合协同利用等大能源系统等方面，为国家提出了参考建议。     1997年当选为中国工程院院士。 ,http://www.cae.cn/cae/html/main/colys/50350770.html,黄其励
